source,dest,likelyOperating,otherMiddle,officeClosed,otherClosed,diffOfCl_LiOp,diffOtMi_LiOp,diffOtCl_LiOp,ALL,ALL-LO,exp-LO,CHI-LO,exp-LOOM,CHI-LOOM,exp-offC,CHI-offC,exp-allC,CHI-allC
S02000996,S02001008,0,19,0,9,0,19,9,28,28,9,-3,12,2.1,5,-2.3,16,-1.8
S02000996,S02001010,36,12,16,28,-20,-24,-8,92,56,29,1.4,39,1.4,17,-0.2,53,-1.2
S02000996,S02001012,0,0,0,9,0,0,9,9,9,3,-1.7,4,-2,2,-1.3,5,1.7
S02000996,S02001013,0,8,5,20,5,8,20,33,33,10,-3.2,14,-1.6,6,-0.4,19,1.4
S02000996,S02001014,0,5,0,3,0,5,3,8,8,2,-1.6,3,0.9,1,-1.2,5,-0.7
S02000996,S02001015,8,20,4,9,-4,12,1,41,33,13,-1.3,17,2.5,8,-1.3,24,-2.2
S02000996,S02001017,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000996,S02001185,7,0,7,3,0,-7,-4,17,10,5,0.7,7,-0.1,3,2.2,10,0.1
S02000996,S02001194,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000997,S02000324,0,4,0,3,0,4,3,7,7,2,-1.5,3,0.6,1,-1.1,4,-0.5
S02000997,S02000328,12,0,3,0,-9,-12,-12,15,3,5,3.4,6,2.2,3,0.1,9,-1.9
S02000997,S02000597,0,0,0,6,0,0,6,6,6,2,-1.4,3,-1.6,1,-1.1,3,1.4
S02000997,S02000607,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000997,S02000608,7,0,0,3,-7,-7,-4,10,3,3,2.2,4,1.3,2,-1.4,6,-1.1
S02000997,S02000612,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000997,S02000625,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000997,S02000634,0,0,0,8,0,0,8,8,8,2,-1.6,3,-1.8,1,-1.2,5,1.6
S02000997,S02000638,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000997,S02000642,0,6,0,0,0,6,0,6,6,2,-1.4,3,2.2,1,-1.1,3,-1.9
S02000997,S02000651,0,0,7,0,7,0,0,7,7,2,-1.5,3,-1.7,1,5,4,1.5
S02000997,S02000655,17,0,49,17,32,-17,0,83,66,26,-1.7,35,-3.1,15,8.6,48,2.6
S02000997,S02000656,3,3,0,0,-3,0,-3,6,3,2,0.8,3,2.2,1,-1.1,3,-1.9
S02000997,S02000658,14,0,8,20,-6,-14,6,42,28,13,0.3,18,-0.9,8,0.1,24,0.8
S02000997,S02000660,15,3,3,8,-12,-12,-7,29,14,9,2,12,1.6,5,-1,17,-1.4
S02000997,S02000661,0,0,3,5,3,0,5,8,8,2,-1.6,3,-1.8,1,1.2,5,1.6
S02000997,S02000665,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02000997,S02000670,6,0,0,3,-6,-6,-3,9,3,3,1.9,4,1.1,2,-1.3,5,-1
S02000997,S02000672,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000997,S02000684,0,6,0,4,0,6,4,10,10,3,-1.8,4,0.8,2,-1.4,6,-0.7
S02000997,S02000689,4,0,0,4,-4,-4,0,8,4,2,1,3,0.3,1,-1.2,5,-0.3
S02000997,S02000781,0,0,4,0,4,0,0,4,4,1,-1.1,2,-1.3,1,3.8,2,1.1
S02000997,S02000784,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02000997,S02000984,31,0,0,11,-31,-31,-20,42,11,13,5,18,3.1,8,-2.8,24,-2.7
S02000997,S02000989,0,0,0,7,0,0,7,7,7,2,-1.5,3,-1.7,1,-1.1,4,1.5
S02000997,S02000990,3,0,0,5,-3,-3,2,8,5,2,0.3,3,-0.2,1,-1.2,5,0.2
S02000997,S02000991,5,6,0,12,-5,1,7,23,18,7,-0.8,10,0.4,4,-2.1,13,-0.3
S02000997,S02000993,46,0,0,14,-46,-46,-32,60,14,19,6.3,26,4.1,11,-3.3,34,-3.5
S02000997,S02000994,8,0,0,0,-8,-8,-8,8,0,2,3.5,3,2.5,1,-1.2,5,-2.1
S02000997,S02000995,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000997,S02000997,11,8,0,12,-11,-3,1,31,20,10,0.4,13,1.6,6,-2.4,18,-1.4
S02000997,S02000998,6,0,3,9,-3,-6,3,18,12,6,0.2,8,-0.6,3,-0.2,10,0.5
S02000997,S02000999,9,0,3,14,-6,-9,5,26,17,8,0.3,11,-0.6,5,-0.8,15,0.5
S02000997,S02001000,39,13,15,73,-24,-26,34,140,101,44,-0.7,60,-1,26,-2.1,80,0.8
S02000997,S02001001,4,0,0,8,-4,-4,4,12,8,4,0.1,5,-0.5,2,-1.5,7,0.4
S02000997,S02001003,8,3,4,7,-4,-5,-1,22,14,7,0.4,9,0.5,4,0,13,-0.5
S02000997,S02001004,6,0,6,11,0,-6,5,23,17,7,-0.4,10,-1.2,4,0.8,13,1
S02000997,S02001005,0,4,0,0,0,4,0,4,4,1,-1.1,2,1.8,1,-0.9,2,-1.5
S02000997,S02001007,0,9,0,10,0,9,10,19,19,6,-2.4,8,0.3,4,-1.9,11,-0.3
S02000997,S02001008,0,9,0,0,0,9,0,9,9,3,-1.7,4,2.6,2,-1.3,5,-2.3
S02000997,S02001010,39,22,11,52,-28,-17,13,124,85,39,0.1,53,1.1,23,-2.5,71,-1
S02000997,S02001011,4,0,0,5,-4,-4,1,9,5,3,0.7,4,0.1,2,-1.3,5,-0.1
S02000997,S02001013,5,14,4,25,-1,9,20,48,43,15,-2.6,20,-0.3,9,-1.6,28,0.3
S02000997,S02001014,4,5,0,9,-4,1,5,18,14,6,-0.7,8,0.5,3,-1.8,10,-0.4
S02000997,S02001015,4,28,10,8,6,24,4,50,46,16,-2.9,21,2.3,9,0.2,29,-2
S02000997,S02001016,0,4,0,0,0,4,0,4,4,1,-1.1,2,1.8,1,-0.9,2,-1.5
S02000997,S02001017,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000997,S02001185,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02000998,S02000328,7,0,0,0,-7,-7,-7,7,0,2,3.3,3,2.3,1,-1.1,4,-2
S02000998,S02000599,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02000998,S02000607,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02000998,S02000625,0,0,0,7,0,0,7,7,7,2,-1.5,3,-1.7,1,-1.1,4,1.5
S02000998,S02000631,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000998,S02000633,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000998,S02000634,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000998,S02000638,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000998,S02000651,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02000998,S02000655,19,8,69,16,50,-11,-3,112,93,35,-2.7,48,-3,21,10.6,64,2.6
S02000998,S02000656,6,0,3,0,-3,-6,-6,9,3,3,1.9,4,1.1,2,1,5,-1
S02000998,S02000658,11,4,5,13,-6,-7,2,33,22,10,0.2,14,0.3,6,-0.4,19,-0.2
S02000998,S02000660,8,4,0,3,-8,-4,-5,15,7,5,1.5,6,2.2,3,-1.7,9,-1.9
S02000998,S02000661,8,0,6,0,-2,-8,-8,14,6,4,1.7,6,0.8,3,2.1,8,-0.7
S02000998,S02000667,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000998,S02000672,0,0,0,8,0,0,8,8,8,2,-1.6,3,-1.8,1,-1.2,5,1.6
S02000998,S02000689,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000998,S02000772,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000998,S02000777,0,0,4,0,4,0,0,4,4,1,-1.1,2,-1.3,1,3.8,2,1.1
S02000998,S02000781,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02000998,S02000782,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02000998,S02000984,22,0,0,4,-22,-22,-18,26,4,8,4.9,11,3.3,5,-2.2,15,-2.8
S02000998,S02000985,6,0,0,0,-6,-6,-6,6,0,2,3,3,2.2,1,-1.1,3,-1.9
S02000998,S02000986,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000998,S02000988,5,0,0,7,-5,-5,2,12,7,4,0.7,5,0,2,-1.5,7,0
S02000998,S02000990,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000998,S02000991,8,6,0,6,-8,-2,-2,20,12,6,0.7,9,1.9,4,-1.9,11,-1.6
S02000998,S02000992,9,0,0,6,-9,-9,-3,15,6,5,2,6,1,3,-1.7,9,-0.9
S02000998,S02000993,31,0,0,4,-31,-31,-27,35,4,11,6.1,15,4.2,6,-2.5,20,-3.6
S02000998,S02000994,36,17,4,11,-32,-19,-25,68,32,21,3.2,29,4.5,13,-2.4,39,-3.9
S02000998,S02000995,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000998,S02000996,0,3,0,3,0,3,3,6,6,2,-1.4,3,0.3,1,-1.1,3,-0.2
S02000998,S02000997,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000998,S02000998,32,16,10,54,-22,-16,22,112,80,35,-0.5,48,0.1,21,-2.4,64,0
S02000998,S02000999,10,3,5,39,-5,-7,29,57,47,18,-1.8,24,-2.3,11,-1.7,33,2
S02000998,S02001000,40,7,8,38,-32,-33,-2,93,53,29,2.1,40,1.2,17,-2.2,53,-1
S02000998,S02001001,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000998,S02001003,10,0,0,0,-10,-10,-10,10,0,3,3.9,4,2.8,2,-1.4,6,-2.4
S02000998,S02001004,0,0,3,3,3,0,3,6,6,2,-1.4,3,-1.6,1,1.8,3,1.4
S02000998,S02001005,5,0,0,3,-5,-5,-2,8,3,2,1.6,3,0.9,1,-1.2,5,-0.7
S02000998,S02001007,0,4,0,4,0,4,4,8,8,2,-1.6,3,0.3,1,-1.2,5,-0.3
S02000998,S02001008,0,7,0,5,0,7,5,12,12,4,-1.9,5,0.8,2,-1.5,7,-0.7
S02000998,S02001010,46,12,11,27,-35,-34,-19,96,50,30,2.9,41,2.7,18,-1.6,55,-2.3
S02000998,S02001013,8,13,0,13,-8,5,5,34,26,11,-0.8,14,1.7,6,-2.5,20,-1.5
S02000998,S02001014,6,4,0,0,-6,-2,-6,10,4,3,1.6,4,2.8,2,-1.4,6,-2.4
S02000998,S02001015,13,40,7,10,-6,27,-3,70,57,22,-1.9,30,4.3,13,-1.7,40,-3.7
S02000998,S02001016,5,3,0,5,-5,-2,0,13,8,4,0.5,6,1.1,2,-1.6,7,-0.9
S02000998,S02001017,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000998,S02001018,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000998,S02001185,4,0,3,0,-1,-4,-4,7,3,2,1.2,3,0.6,1,1.5,4,-0.5
S02000999,S02000312,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000999,S02000322,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000999,S02000328,9,5,0,5,-9,-4,-4,19,10,6,1.3,8,2.1,4,-1.9,11,-1.8
S02000999,S02000597,6,0,6,4,0,-6,-2,16,10,5,0.5,7,-0.3,3,1.8,9,0.3
S02000999,S02000603,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000999,S02000607,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000999,S02000608,9,0,0,3,-9,-9,-6,12,3,4,2.7,5,1.7,2,-1.5,7,-1.5
S02000999,S02000611,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02000999,S02000622,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000999,S02000625,0,0,0,8,0,0,8,8,8,2,-1.6,3,-1.8,1,-1.2,5,1.6
S02000999,S02000628,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000999,S02000633,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000999,S02000635,4,4,0,0,-4,0,-4,8,4,2,1,3,2.5,1,-1.2,5,-2.1
S02000999,S02000638,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000999,S02000644,0,0,5,3,5,0,3,8,8,2,-1.6,3,-1.8,1,2.9,5,1.6
S02000999,S02000647,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000999,S02000651,0,0,3,3,3,0,3,6,6,2,-1.4,3,-1.6,1,1.8,3,1.4
S02000999,S02000654,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000999,S02000655,52,5,91,33,39,-47,-19,181,129,56,-0.6,77,-2.3,33,9.9,104,2
S02000999,S02000656,8,11,0,0,-8,3,-8,19,11,6,0.9,8,3.8,4,-1.9,11,-3.3
S02000999,S02000658,20,4,5,40,-15,-16,20,69,49,21,-0.3,29,-1,13,-2.2,40,0.8
S02000999,S02000660,22,12,3,7,-19,-10,-15,44,22,14,2.2,19,3.5,8,-1.8,25,-3
S02000999,S02000661,15,0,3,3,-12,-15,-12,21,6,7,3.3,9,2,4,-0.4,12,-1.7
S02000999,S02000664,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02000999,S02000665,0,0,5,3,5,0,3,8,8,2,-1.6,3,-1.8,1,2.9,5,1.6
S02000999,S02000669,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000999,S02000672,0,0,5,28,5,0,28,33,33,10,-3.2,14,-3.7,6,-0.4,19,3.2
S02000999,S02000684,0,7,0,0,0,7,0,7,7,2,-1.5,3,2.3,1,-1.1,4,-2
S02000999,S02000689,11,0,0,5,-11,-11,-6,16,5,5,2.7,7,1.6,3,-1.7,9,-1.4
S02000999,S02000710,0,0,4,0,4,0,0,4,4,1,-1.1,2,-1.3,1,3.8,2,1.1
S02000999,S02000716,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000999,S02000771,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000999,S02000772,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02000999,S02000777,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02000999,S02000778,0,4,0,0,0,4,0,4,4,1,-1.1,2,1.8,1,-0.9,2,-1.5
S02000999,S02000781,3,0,4,4,1,-3,1,11,8,3,-0.2,5,-0.8,2,1.4,6,0.7
S02000999,S02000784,0,0,0,6,0,0,6,6,6,2,-1.4,3,-1.6,1,-1.1,3,1.4
S02000999,S02000984,18,0,0,12,-18,-18,-6,30,12,9,2.8,13,1.5,6,-2.4,17,-1.3
S02000999,S02000985,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000999,S02000987,0,0,0,6,0,0,6,6,6,2,-1.4,3,-1.6,1,-1.1,3,1.4
S02000999,S02000988,6,0,0,14,-6,-6,8,20,14,6,-0.1,9,-0.9,4,-1.9,11,0.7
S02000999,S02000990,8,0,0,0,-8,-8,-8,8,0,2,3.5,3,2.5,1,-1.2,5,-2.1
S02000999,S02000991,0,3,0,6,0,3,6,9,9,3,-1.7,4,-0.4,2,-1.3,5,0.4
S02000999,S02000992,15,0,0,10,-15,-15,-5,25,10,8,2.6,11,1.3,5,-2.2,14,-1.2
S02000999,S02000993,81,0,0,5,-81,-81,-76,86,5,27,10.5,37,7.3,16,-4,49,-6.3
S02000999,S02000994,31,10,5,8,-26,-21,-23,54,23,17,3.5,23,3.8,10,-1.6,31,-3.2
S02000999,S02000995,6,0,0,5,-6,-6,-1,11,5,3,1.4,5,0.6,2,-1.4,6,-0.5
S02000999,S02000996,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02000999,S02000997,6,9,0,7,-6,3,1,22,16,7,-0.3,9,1.8,4,-2,13,-1.6
S02000999,S02000998,34,8,10,36,-24,-26,2,88,54,27,1.3,37,0.7,16,-1.6,51,-0.6
S02000999,S02000999,21,14,12,64,-9,-7,43,111,90,35,-2.3,47,-1.8,21,-1.9,64,1.5
S02000999,S02001000,51,7,22,81,-29,-44,30,161,110,50,0.1,68,-1.3,30,-1.4,93,1.1
S02000999,S02001001,5,0,0,7,-5,-5,2,12,7,4,0.7,5,0,2,-1.5,7,0
S02000999,S02001003,12,3,0,8,-12,-9,-4,23,11,7,1.8,10,1.7,4,-2.1,13,-1.4
S02000999,S02001004,5,0,6,8,1,-5,3,19,14,6,-0.4,8,-1.1,4,1.3,11,0.9
S02000999,S02001005,4,3,0,12,-4,-1,8,19,15,6,-0.8,8,-0.4,4,-1.9,11,0.3
S02000999,S02001006,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000999,S02001007,0,5,0,5,0,5,5,10,10,3,-1.8,4,0.4,2,-1.4,6,-0.3
S02000999,S02001008,0,5,0,0,0,5,0,5,5,2,-1.2,2,2,1,-1,3,-1.7
S02000999,S02001010,66,27,18,52,-48,-39,-14,163,97,51,2.1,69,2.8,30,-2.2,94,-2.4
S02000999,S02001011,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000999,S02001012,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02000999,S02001013,7,24,9,38,2,17,31,78,71,24,-3.5,33,-0.4,14,-1.4,45,0.3
S02000999,S02001014,3,11,4,3,1,8,0,21,18,7,-1.4,9,1.7,4,0.1,12,-1.5
S02000999,S02001015,14,45,14,14,0,31,0,87,73,27,-2.5,37,3.6,16,-0.5,50,-3.1
S02000999,S02001016,6,5,6,5,0,-1,-1,22,16,7,-0.3,9,0.5,4,1,13,-0.5
S02000999,S02001017,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000999,S02001018,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02000999,S02001020,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02000999,S02001161,0,5,0,0,0,5,0,5,5,2,-1.2,2,2,1,-1,3,-1.7
S02000999,S02001185,10,4,6,5,-4,-6,-5,25,15,8,0.8,11,1,5,0.6,14,-0.9
S02000999,S02001192,6,0,3,3,-3,-6,-3,12,6,4,1.2,5,0.4,2,0.5,7,-0.3
S02001000,S02000281,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001000,S02000314,6,0,0,5,-6,-6,-1,11,5,3,1.4,5,0.6,2,-1.4,6,-0.5
S02001000,S02000321,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001000,S02000322,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001000,S02000324,0,3,0,3,0,3,3,6,6,2,-1.4,3,0.3,1,-1.1,3,-0.2
S02001000,S02000328,13,5,3,6,-10,-8,-7,27,14,8,1.6,11,1.9,5,-0.9,16,-1.7
S02001000,S02000587,0,4,0,0,0,4,0,4,4,1,-1.1,2,1.8,1,-0.9,2,-1.5
S02001000,S02000596,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001000,S02000597,4,0,3,12,-1,-4,8,19,15,6,-0.8,8,-1.4,4,-0.3,11,1.2
S02001000,S02000607,8,0,0,0,-8,-8,-8,8,0,2,3.5,3,2.5,1,-1.2,5,-2.1
S02001000,S02000608,8,0,0,0,-8,-8,-8,8,0,2,3.5,3,2.5,1,-1.2,5,-2.1
S02001000,S02000609,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001000,S02000611,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02001000,S02000617,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02001000,S02000622,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
S02001000,S02000625,0,0,0,7,0,0,7,7,7,2,-1.5,3,-1.7,1,-1.1,4,1.5
S02001000,S02000627,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001000,S02000628,4,0,0,6,-4,-4,2,10,6,3,0.5,4,-0.1,2,-1.4,6,0.1
S02001000,S02000631,3,0,3,3,0,-3,0,9,6,3,0.1,4,-0.4,2,1,5,0.4
S02001000,S02000633,0,0,4,0,4,0,0,4,4,1,-1.1,2,-1.3,1,3.8,2,1.1
S02001000,S02000634,9,0,4,7,-5,-9,-2,20,11,6,1.1,9,0.2,4,0.2,11,-0.1
S02001000,S02000635,0,3,0,4,0,3,4,7,7,2,-1.5,3,0,1,-1.1,4,0
S02001000,S02000638,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02001000,S02000641,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02001000,S02000642,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001000,S02000644,11,0,6,0,-5,-11,-11,17,6,5,2.5,7,1.4,3,1.6,10,-1.2
S02001000,S02000648,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001000,S02000651,0,0,7,5,7,0,5,12,12,4,-1.9,5,-2.3,2,3.2,7,1.9
S02001000,S02000655,72,10,155,71,83,-62,-1,308,236,96,-2.4,131,-4.3,57,13,177,3.7
S02001000,S02000656,10,17,5,4,-5,7,-6,36,26,11,-0.4,15,3,7,-0.6,21,-2.6
S02001000,S02000658,30,5,22,56,-8,-25,26,113,83,35,-0.9,48,-1.9,21,0.2,65,1.6
S02001000,S02000659,0,0,4,3,4,0,3,7,7,2,-1.5,3,-1.7,1,2.4,4,1.5
S02001000,S02000660,41,6,9,16,-32,-35,-25,72,31,22,3.9,31,3,13,-1.2,41,-2.5
S02001000,S02000661,0,0,13,8,13,0,8,21,21,7,-2.6,9,-3,4,4.6,12,2.6
S02001000,S02000663,0,3,0,0,0,3,0,3,3,1,-1,1,1.5,1,-0.7,2,-1.3
S02001000,S02000664,3,0,0,3,-3,-3,0,6,3,2,0.8,3,0.3,1,-1.1,3,-0.2
S02001000,S02000665,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001000,S02000668,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001000,S02000669,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001000,S02000670,0,5,0,0,0,5,0,5,5,2,-1.2,2,2,1,-1,3,-1.7
S02001000,S02000672,0,0,0,11,0,0,11,11,11,3,-1.9,5,-2.2,2,-1.4,6,1.9
S02001000,S02000676,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02001000,S02000684,0,8,0,4,0,8,4,12,12,4,-1.9,5,1.3,2,-1.5,7,-1.1
S02001000,S02000689,14,0,0,5,-14,-14,-9,19,5,6,3.3,8,2.1,4,-1.9,11,-1.8
S02001000,S02000691,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001000,S02000696,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001000,S02000702,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001000,S02000712,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001000,S02000772,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02001000,S02000777,0,0,6,0,6,0,0,6,6,2,-1.4,3,-1.6,1,4.6,3,1.4
S02001000,S02000779,0,0,3,0,3,0,0,3,3,1,-1,1,-1.1,1,3.3,2,1
S02001000,S02000781,12,0,7,4,-5,-12,-8,23,11,7,1.8,10,0.7,4,1.3,13,-0.6
S02001000,S02000782,0,3,6,0,6,3,0,9,9,3,-1.7,4,-0.4,2,3.4,5,0.4
S02001000,S02000783,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001000,S02000984,12,0,0,6,-12,-12,-6,18,6,6,2.7,8,1.6,3,-1.8,10,-1.4
S02001000,S02000986,0,0,0,3,0,0,3,3,3,1,-1,1,-1.1,1,-0.7,2,1
S02001000,S02000987,4,0,0,0,-4,-4,-4,4,0,1,2.5,2,1.8,1,-0.9,2,-1.5
S02001000,S02000988,0,0,0,4,0,0,4,4,4,1,-1.1,2,-1.3,1,-0.9,2,1.1
S02001000,S02000989,3,0,0,0,-3,-3,-3,3,0,1,2.1,1,1.5,1,-0.7,2,-1.3
S02001000,S02000990,5,0,0,0,-5,-5,-5,5,0,2,2.8,2,2,1,-1,3,-1.7
S02001000,S02000991,7,4,0,9,-7,-3,2,20,13,6,0.3,9,0.9,4,-1.9,11,-0.7
S02001000,S02000993,80,0,4,5,-76,-80,-75,89,9,28,9.9,38,6.9,16,-3.1,51,-5.9
S02001000,S02000994,7,0,0,0,-7,-7,-7,7,0,2,3.3,3,2.3,1,-1.1,4,-2
S02001000,S02000995,10,0,0,0,-10,-10,-10,10,0,3,3.9,4,2.8,2,-1.4,6,-2.4
S02001000,S02000997,14,22,0,19,-14,8,5,55,41,17,-0.8,23,2.6,10,-3.2,32,-2.2
S02001000,S02000998,5,4,4,5,-1,-1,0,18,13,6,-0.3,8,0.5,3,0.4,10,-0.4
S02001000,S02000999,8,0,5,32,-3,-8,24,45,37,14,-1.6,19,-2.5,8,-1.2,26,2.2
S02001000,S02001000,121,44,52,203,-69,-77,82,420,299,131,-0.9,179,-1,78,-2.9,241,0.9
S02001000,S02001001,4,6,0,7,-4,2,3,17,13,5,-0.6,7,1,3,-1.8,10,-0.9
S02001000,S02001003,18,5,0,9,-18,-13,-9,32,14,10,2.5,14,2.5,6,-2.4,18,-2.2
S02001000,S02001004,11,0,4,13,-7,-11,2,28,17,9,0.8,12,-0.3,5,-0.5,16,0.2
S02001000,S02001005,0,5,0,3,0,5,3,8,8,2,-1.6,3,0.9,1,-1.2,5,-0.7
S02001000,S02001006,0,0,0,5,0,0,5,5,5,2,-1.2,2,-1.5,1,-1,3,1.3
